C:\Users\knoxw\StudioProjects\tacctile_desktop\src\config\WorkspaceLayoutManager.ts: line 4, col 13, Warning - 'crypto' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\config\WorkspaceLayoutManager.ts: line 10, col 3, Warning - 'TabLayout' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\config\WorkspaceLayoutManager.ts: line 11, col 3, Warning - 'ToolbarLayout' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\config\WorkspaceLayoutManager.ts: line 12, col 3, Warning - 'MenuLayout' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\config\WorkspaceLayoutManager.ts: line 13, col 3, Warning - 'KeyboardShortcuts' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\config\index.ts: line 22, col 3, Warning - 'ConfigurationMetadata' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\config\index.ts: line 506, col 60, Warning - 'oldValue' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\config\index.ts: line 506, col 75, Warning - 'newValue' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\config\index.ts: line 522, col 45, Warning - 'config' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\config\index.ts: line 526, col 44, Warning - 'config' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\config\index.ts: line 539, col 47, Warning - 'info' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\contexts\Material3Provider.tsx: line 36, col 11, Warning - 'root' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\database\migrations\MigrationManager.ts: line 10, col 3, Warning - 'DatabaseConnection' is defined but never used. (@typescript-eslint/no-unused-vars)
